LINEAR ID,Plinear,Pztf,N_L,N_Z,L_chi2r,Z_chi2r,L_chi2,Z_chi2,Lampl,Zampl,BpeakL,BpeakZ,BperiodL,BperiodZ,Periodogram_f,B_score,Blazhko_f
6248770,0.486017,0.486023,516,228,2.0,3.7,11.0,80.4,0.88,1.22,2.0941,2.0849,27.356,36.5631,-,10,0
6252703,0.370676,0.370707,472,39,1.0,1.2,1.4,1.1,0.35,0.29,2.7316,2.7412,29.529,22.9069,-,0,-1
6266717,0.591495,0.59149,541,228,1.2,1.4,2.5,2.7,0.67,0.9,1.7245,1.7015,29.4898,91.9118,-,0,-1
6270279,0.472312,0.472312,233,193,1.7,3.9,14.0,27.9,1.03,1.35,2.1512,2.1745,29.4638,17.4627,-,0,-1
6276308,0.5228,0.522801,512,711,0.9,1.3,1.3,4.0,1.06,0.98,1.9578,1.9578,22.2296,22.2124,-,0,-1
6277201,0.653542,0.653541,530,156,0.9,1.1,0.8,1.5,0.35,0.52,1.564,1.5484,29.5029,54.7645,-,0,-1
6284132,0.658712,0.6587,213,242,0.8,1.4,0.9,3.7,0.78,1.1,1.5547,1.5284,27.3299,97.7995,-,0,-1
6290048,0.29379,0.29379,228,733,0.8,1.3,0.8,1.9,0.41,0.41,3.4404,3.4067,27.2963,349.6503,-,0,-1
6290507,0.557553,0.965421,214,42,1.4,9.4,5.9,141.5,0.83,40.83,1.8302,1.0448,27.2591,111.0494,-,0,-1
6290968,0.61344,0.613434,213,628,1.2,1.3,1.8,3.2,0.54,0.51,1.6567,1.633,37.7216,351.4938,-,0,-1
6296545,0.637064,0.637065,262,37,0.9,0.8,1.2,0.9,0.36,0.28,1.6388,1.6311,14.4739,16.2933,-,0,-1
6299726,0.611684,0.611696,206,315,0.9,1.5,1.0,4.0,0.85,0.88,1.6845,1.6783,20.139,22.9621,-,0,-1
6311319,0.612472,0.612467,178,591,1.0,1.5,1.4,4.0,0.93,0.91,1.7046,1.6356,13.9189,353.3569,-,0,-1
6346477,0.300808,0.300805,603,799,1.0,1.3,1.5,2.6,0.45,0.42,3.3583,3.3273,29.4681,345.4231,-,0,-1
6375464,0.684105,1.516147,539,17,0.9,0.1,1.5,0.4,0.58,448.76,1.4957,0.6624,29.4898,355.2398,-,0,-1
6399371,0.569206,0.284606,562,1379,0.9,1.6,1.0,4.9,0.45,0.4,1.8388,3.5166,12.1988,341.8803,-,0,-1
6429965,0.532698,0.532696,346,103,1.4,1.6,4.2,3.6,0.93,0.8,1.94,1.94,15.9426,15.9286,-,0,-1
6445513,0.546549,0.999739,303,32,1.4,8.3,5.5,637.4,1.05,3898.9,1.8928,1.0466,15.8278,21.5587,-,0,-1
6449103,0.499284,0.502334,295,66,17.1,1.9,379.4,5.9,12.01,0.71,2.0145,2.0026,85.6531,83.9278,-,0,-1
6457808,0.653239,4.45692,285,5,1.3,0.5,2.6,0.1,0.64,4112.22,1.5647,0.2294,29.4855,200.6018,-,0,-1
6483431,0.342822,0.34283,183,528,0.7,1.2,0.7,2.0,0.35,0.34,2.9892,2.9198,13.8341,349.6503,-,0,-1
6553731,0.591983,0.743673,255,35,0.9,4.7,0.7,27.1,0.65,0.78,1.7191,1.3488,33.5345,242.4242,-,0,-1
6570390,0.559633,0.559644,281,610,1.1,1.2,2.0,2.7,0.68,1.0,1.8575,1.7923,14.1643,182.8154,-,0,-1
6572432,0.693674,0.693669,105,43,1.0,1.2,1.2,1.6,0.76,0.84,1.5083,1.4591,15.0038,57.1265,-,0,-1
6582265,0.691751,0.691749,282,214,2.9,3.7,12.4,18.1,0.56,0.73,1.4796,1.4566,29.4594,91.4077,-,10,1
6600478,0.277076,1.327552,291,29,1.3,2.5,2.1,6.7,0.33,1.61,3.7107,0.7593,9.8459,165.426,-,0,-1
6605301,0.343662,0.343646,221,586,1.2,5.0,2.5,38.9,0.39,0.55,2.9803,2.9128,14.1884,351.4938,-,0,-1
6611209,0.285336,0.28533,210,1599,1.1,2.1,1.7,4.2,0.29,0.27,3.5724,3.5127,14.7569,125.0782,-,0,-1
6617372,0.554026,0.554007,219,710,1.1,3.1,1.2,18.3,0.63,0.59,1.8709,1.816,15.1734,91.3659,-,0,-1
6617944,0.999805,0.487505,183,595,2.7,6.8,10.3,73.9,26.16,0.86,1.0256,2.0541,39.3546,352.1127,-,0,-1
6620225,0.557418,1.114767,222,35,1.9,4.5,6.0,39.7,0.58,1.07,1.8401,0.9323,21.6826,28.3688,-,0,-1
6621105,0.637914,0.637904,213,618,1.3,3.5,1.7,29.1,0.93,1.05,1.5976,1.5704,33.3723,357.7818,-,0,-1
6622123,0.499381,0.522765,183,712,2.8,2.8,13.2,25.1,2.82,0.77,2.0061,1.9578,274.7253,22.2593,-,0,-1
6629991,0.594229,0.594214,232,748,1.4,4.5,5.5,51.6,0.8,0.68,1.686,1.6897,319.4888,147.4926,-,0,-1
6649325,0.603153,0.603158,507,220,1.1,1.6,2.0,4.1,0.81,1.13,1.6918,1.6634,29.5552,182.6484,-,0,-1
6651516,0.308488,0.308496,426,448,1.3,5.8,2.1,60.9,0.36,0.48,3.2755,3.3595,29.4724,8.4767,-,6,1
6655187,0.60656,0.606564,487,221,1.3,1.0,2.2,2.3,0.48,0.7,1.6825,1.6771,29.5116,35.1309,-,0,-1
6665721,0.643318,0.643325,536,44,1.0,1.7,1.3,3.6,0.46,0.45,1.5883,1.5669,29.5159,79.968,Z,0,2
6668961,0.562697,0.28135,465,999,0.7,1.5,0.8,2.8,0.46,0.41,1.7941,3.5572,58.9623,341.8803,-,0,-1
6681275,0.575908,0.575898,222,465,1.0,1.3,1.1,2.8,0.7,1.02,1.773,1.7473,27.3,91.9963,-,0,-1
6695255,0.583547,0.58356,183,231,1.3,4.5,2.7,37.3,0.5,0.71,1.7547,1.7827,24.3368,14.4728,-,0,-1
6698387,0.575991,0.575993,70,237,1.2,1.7,2.2,7.5,0.77,1.13,1.7665,1.7472,32.987,90.2527,-,0,-1
6701509,0.558927,0.558928,537,603,1.0,1.6,1.4,4.7,0.82,0.8,1.823,1.7921,29.5159,337.8378,-,0,-1
6701688,0.650411,0.65042,618,604,2.0,1.7,7.8,3.9,0.34,0.35,1.5713,1.5458,29.5465,120.5546,-,0,-1
6711303,0.416364,0.416366,620,598,1.6,6.2,4.4,34.4,0.36,0.33,2.4384,2.4047,27.2926,338.9831,-,0,-1
6726468,0.508603,0.508606,610,605,1.3,2.5,5.4,8.5,1.15,1.1,1.9844,1.9845,54.7345,54.6597,-,0,-1
6729261,0.279963,0.55992,625,603,1.9,4.0,5.2,14.8,0.21,0.2,3.6058,1.8059,29.4985,50.2386,-,0,-1
6747445,0.455022,0.455021,613,788,1.4,2.0,4.5,14.8,1.17,1.12,2.2316,2.2006,29.4942,346.0208,-,0,-1
6748413,0.320907,0.320908,567,240,1.3,1.6,3.5,3.4,0.45,0.58,3.15,3.1715,29.5377,18.075,-,0,-1
6756657,0.499322,0.499395,599,41,10.0,15.3,162.7,195.3,17.19,1454.63,2.033,2.0056,33.0633,310.559,-,0,-1
6777823,0.687433,1.74134,544,19,0.9,0.4,0.9,15.8,0.39,43.29,1.4884,0.5782,29.6252,253.1646,-,0,-1
6793815,0.519448,0.51945,379,777,1.0,2.9,2.0,17.5,0.7,0.61,1.9654,2.0029,24.8478,12.8617,-,0,-1
6805826,1.259047,0.629461,314,43,3.8,1.9,18.6,4.7,0.31,0.39,0.8111,1.606,59.2066,57.5871,-,0,-1
6819457,0.436282,0.436265,325,1358,3.6,9.6,32.5,121.2,0.95,0.79,2.295,2.3005,346.0208,120.048,-,16,1
6831710,0.555005,0.555003,310,341,1.2,1.7,1.9,4.3,0.79,1.13,1.8821,1.8127,12.4502,91.954,-,0,-1
6834724,0.384743,0.384748,299,790,1.1,1.5,2.0,2.5,0.42,0.42,2.6697,2.6074,14.1814,121.0654,-,0,-1
6837232,0.553226,0.553223,339,445,2.2,2.0,9.4,5.8,0.82,0.87,1.8105,1.8601,344.2341,19.0531,-,8,0
6837981,0.335415,0.335416,284,803,1.1,1.1,1.6,1.5,0.35,0.35,3.0225,2.995,24.3102,73.3138,-,0,-1
6838366,0.382839,0.76569,292,679,2.7,4.0,12.7,56.7,0.42,0.35,2.7139,1.3168,9.8193,92.4642,-,0,-1
6844511,0.591013,0.591001,241,571,1.4,4.6,5.5,38.6,0.96,0.89,1.726,1.695,29.4334,337.2681,-,0,-1
6883239,0.563711,0.563712,305,66,2.9,2.5,15.1,10.6,0.79,0.56,1.8444,1.7769,14.1935,336.7003,-,10,1
6888272,0.709439,1.064161,302,31,0.7,0.9,0.6,1.5,0.37,0.62,1.4448,0.9699,28.3768,33.0907,-,0,-1
6906818,0.290653,0.997201,355,31,1.6,5.0,5.1,78.6,0.38,50006.54,3.5111,1.0193,14.1633,60.5877,-,0,-1
6911545,0.581303,0.581293,208,723,1.9,1.3,5.8,2.8,0.67,0.73,1.7909,1.7285,14.1673,122.6994,-,0,-1
6918683,0.344067,0.344073,268,732,1.1,1.3,1.3,2.5,0.44,0.42,2.9769,2.9131,14.1844,147.4926,-,0,-1
6919278,0.61567,0.615678,268,733,1.1,1.2,4.7,2.3,0.42,0.48,1.692,1.6893,14.7591,15.3574,-,0,-1
6925923,0.279994,0.997446,264,36,0.8,5.0,0.6,59.7,0.44,863.41,3.6391,1.0094,14.7863,146.7351,-,0,-1
6934885,0.483042,0.483046,274,562,1.1,2.3,1.5,10.6,0.84,1.44,2.1379,2.1039,14.7831,29.6296,-,0,-1
6958952,0.706795,1.060181,432,1192,2.2,7.0,6.3,53.3,0.44,0.38,1.4318,0.9478,59.0493,220.5072,-,0,-1
6960146,0.629771,0.62977,476,242,1.6,1.6,5.0,3.9,0.39,0.5,1.6218,1.5988,29.5159,91.1993,-,0,-1
6967017,0.529691,0.529677,323,231,2.3,6.9,13.3,70.6,0.63,0.96,1.9218,1.9467,29.4724,17.0111,-,9,1
6987875,0.548311,0.548311,235,575,0.9,1.6,1.2,5.1,0.9,1.18,1.8915,1.9106,14.7754,11.5214,-,0,-1
6988765,0.475184,0.49585,154,1160,14.5,2.2,168.4,10.7,9.31,1.37,2.113,2.0237,116.7542,143.472,-,0,-1
7003637,0.511449,1.534333,187,36,1.2,4.8,3.2,45.2,0.91,1.53,2.0423,0.6696,11.487,56.0695,-,0,-1
7024251,0.623117,0.62309,524,463,0.8,1.9,1.0,6.2,1.04,1.3,1.6388,1.6158,29.4681,92.1659,-,0,-1
7048826,0.317781,0.31779,535,597,1.4,5.9,4.0,55.3,0.5,0.46,3.1807,3.1497,29.4942,338.4095,-,5,1
7064706,0.67437,0.674361,245,239,1.5,1.2,2.8,3.6,0.9,1.2,1.5196,1.5228,27.222,25.0376,-,0,-1
7065833,0.641571,0.641561,266,583,0.9,3.5,0.9,25.0,0.39,0.42,1.5952,1.5616,27.3523,340.1361,-,0,-1
7086820,0.573677,0.573679,266,611,1.0,1.6,3.1,7.6,0.97,0.96,1.7771,1.7461,29.4768,338.4095,-,0,-1
7106588,0.280295,1.785826,662,13,1.2,0.0,2.7,32.7,0.29,152341.82,3.6015,0.5815,29.5203,46.4468,-,0,-1
7119099,0.298875,0.59773,369,49,0.8,1.2,0.8,2.1,0.43,0.65,3.3798,1.6882,29.4551,65.9848,-,0,-1
7119535,0.576808,0.576796,623,276,0.9,3.5,1.8,30.2,0.5,0.84,1.7676,1.7365,29.4855,353.3569,-,0,-1
7124974,0.570975,0.570969,609,662,2.2,1.9,20.9,6.6,0.75,0.86,1.7852,1.7543,29.5727,347.2222,-,0,-1
7124989,0.613706,0.613707,608,555,0.9,1.7,1.5,4.8,0.84,0.86,1.6633,1.6323,29.5029,345.4231,-,0,-1
7129161,0.616194,0.616192,522,265,0.8,1.2,0.8,3.0,0.6,0.86,1.6595,1.6338,27.3299,91.1162,-,0,-1
7131981,0.662521,0.662521,569,650,1.2,1.3,2.4,2.8,0.75,0.74,1.5432,1.5123,29.5465,338.9831,-,0,-1
7139511,0.379904,0.379898,623,265,0.9,1.6,1.3,2.8,0.36,0.51,2.6662,2.6433,29.4421,91.0747,-,0,-1
7152380,0.647243,0.647256,564,284,1.1,1.9,1.4,11.3,0.72,0.99,1.5788,1.5731,29.5858,35.5492,-,0,-1
7179711,0.590966,0.59097,399,136,1.0,2.2,1.7,9.4,0.68,0.81,1.7288,1.7657,27.3149,13.5879,-,0,-1
7181976,0.636291,0.63629,188,455,1.3,1.4,2.2,3.7,0.7,0.71,1.5768,1.5749,193.4236,308.1664,-,0,-1
7187041,0.656375,0.656363,317,784,1.4,1.5,2.4,3.9,0.57,0.68,1.5649,1.5455,24.1575,45.5477,-,0,-1
7206315,0.584546,0.584553,348,328,1.2,1.0,2.1,2.4,0.72,0.98,1.7135,1.7135,355.2398,355.2398,-,0,-1
7218554,0.524933,0.524929,283,232,1.0,2.5,1.2,15.2,1.03,1.31,1.9539,1.9539,20.4562,20.4645,-,0,-1
7254453,0.818792,0.375773,213,842,1.5,5.1,4.1,35.8,0.49,0.42,1.2745,2.6695,18.8147,120.048,-,0,-1
7254801,0.561133,0.561071,310,334,1.3,5.5,2.2,48.4,0.63,0.8,1.8527,1.7872,14.1563,205.3388,-,9,1
7257215,0.346214,0.999161,209,39,1.3,4.4,2.1,24.6,0.34,70.69,2.9588,1.0048,14.1935,253.4854,-,0,-1
7260181,1.73387,0.732523,292,65,3.7,5.9,25.5,47.2,0.38,0.36,0.6003,1.3857,42.4989,48.6381,-,0,-1
7279621,0.415469,0.415467,324,728,1.9,4.6,5.0,26.7,0.38,0.33,2.5166,2.4145,9.1183,131.3198,-,5,1
7283275,0.543342,0.543331,297,722,2.2,3.6,8.4,14.3,0.88,0.84,1.9216,1.9216,12.3259,12.3259,-,8,1
7300636,0.293009,0.293012,200,2542,0.8,1.3,0.6,2.2,0.43,0.4,3.4807,3.4264,14.7449,73.5565,-,0,-1
7316833,0.535064,0.535066,188,1085,0.7,1.8,0.7,6.9,0.91,1.32,1.8718,1.9358,344.8276,14.9454,-,0,-1
7322101,0.301992,0.301992,244,1008,0.7,1.4,0.6,2.5,0.47,0.64,3.3791,3.3169,14.7569,179.6945,-,0,-1
7336579,0.264885,0.264885,533,264,1.0,1.3,1.7,2.5,0.38,0.48,3.8091,3.8877,29.4811,8.894,-,0,-1
7337289,0.404115,0.404114,552,248,1.7,3.9,4.4,25.4,0.37,0.51,2.5084,2.555,29.5508,12.4285,-,0,-1
7344401,0.330201,0.330226,397,1164,1.8,2.7,5.9,22.0,0.36,0.48,3.13,3.0393,9.8449,89.9281,-,13,1
7372492,0.629866,0.629881,190,751,1.3,1.1,2.2,1.6,0.46,0.48,1.62,1.646,30.931,17.1292,-,0,-1
7382400,0.48538,0.485378,217,624,1.6,2.4,6.0,10.3,1.03,1.48,2.089,2.089,34.7162,34.7826,-,0,-1
7391221,0.694556,0.347276,506,450,1.0,1.5,1.3,2.5,0.36,0.56,1.4567,2.8904,58.9623,91.9963,-,0,-1
7411461,0.467033,0.482633,552,165,1.0,13.8,2.4,393.4,1.09,0.97,2.1751,2.0908,29.4811,52.9942,-,8,0
7420913,1.05292,0.35098,272,246,2.0,1.5,5.0,2.6,0.37,0.5,0.9762,2.9516,37.7644,9.7618,-,0,-1
7443719,0.551274,0.262023,220,50,1.7,7.0,11.0,84.8,0.89,0.77,1.8869,3.8165,13.7052,0.0,-,0,-1
7455952,0.510716,0.510717,504,234,0.9,3.2,2.6,37.5,0.89,1.18,1.992,1.9609,29.4594,347.2222,-,0,-1
7471929,0.571068,4.086299,641,13,1.1,0.3,2.5,1.4,0.77,5792.82,1.785,0.2447,29.5377,0.0,-,0,-1
7475626,0.317531,0.997583,680,33,1.5,7.4,4.5,347.1,0.35,539240.07,3.1832,1.006,29.529,280.8989,-,0,-1
7477110,0.587101,3.780075,606,16,1.0,2.9,2.6,57700.8,0.68,1351530.92,1.7372,0.2756,29.4811,90.0495,-,0,-1
7491132,0.615697,0.615701,654,677,0.8,1.1,0.6,1.7,0.39,0.35,1.6411,1.6283,59.0319,241.838,-,0,-1
7510192,0.647056,0.647048,561,620,1.4,3.9,5.9,27.3,0.53,0.6,1.5794,1.5538,29.4985,120.5546,-,0,-1
7519479,0.702027,0.351011,560,620,1.1,2.8,1.6,8.6,0.36,0.35,1.4414,2.8625,59.1017,73.4484,-,0,-1
7535651,0.594803,0.594804,263,567,1.3,1.9,3.8,9.4,1.06,1.31,1.7209,1.6849,25.2302,269.5418,-,0,-1
7545954,0.555952,0.555959,228,912,3.7,3.8,29.7,20.8,0.81,0.77,1.8087,1.8021,100.05,296.2963,-,0,-1
7546570,0.655478,0.655479,273,793,1.1,1.0,1.6,1.5,0.46,0.68,1.5933,1.5715,14.7732,21.8103,-,0,-1
7553128,0.622806,0.622799,213,820,1.0,2.8,1.0,8.8,0.38,0.57,1.6755,1.6743,14.3133,14.5624,-,0,-1
7555727,0.990143,0.393013,260,197,2.9,1.8,7.6,4.8,0.32,0.27,1.0271,2.5476,58.4283,316.4557,-,0,-1
7559485,0.56515,0.565098,234,876,0.9,3.4,1.2,29.3,0.67,0.59,1.837,1.7731,14.7918,282.8854,-,0,-1
7562636,0.592829,0.592822,237,199,1.1,1.6,1.9,4.2,0.94,0.73,1.6984,1.6899,86.5426,325.2033,-,0,-1
7568311,0.636496,0.636496,252,780,1.4,1.2,2.2,1.8,0.4,0.51,1.6388,1.5745,14.7678,290.2758,-,0,-1
7580734,0.314956,0.314957,387,354,2.0,4.0,4.1,13.7,0.38,0.38,3.2089,3.1805,29.5596,181.9836,-,8,1
7585538,0.63039,0.630397,293,367,0.8,1.2,0.9,1.6,0.36,0.3,1.6202,1.5918,29.5552,182.1494,-,0,0
7593064,0.745898,0.745899,478,180,0.8,1.1,0.7,1.8,0.36,0.52,1.3745,1.3489,29.5552,121.2121,-,0,-1
7601233,0.522283,0.499901,462,45,1.1,15.2,2.5,166.9,0.93,36.44,1.9175,2.0037,357.7818,299.8501,-,0,-1
7630668,0.61862,0.618585,193,755,1.1,0.9,1.1,1.0,0.41,0.58,1.645,1.6199,35.0385,303.4901,-,0,-1
7649575,0.642927,0.642935,281,390,1.1,1.5,1.8,4.5,0.87,0.9,1.5892,1.5775,29.5596,45.1569,-,0,-1
7651171,0.621729,0.621732,333,710,0.9,1.1,1.3,2.0,0.52,0.47,1.6422,1.6139,29.5858,182.4818,-,0,-1
7657340,0.49548,0.495493,482,511,2.3,4.0,11.8,31.0,0.79,0.73,2.0274,2.0259,109.1703,129.9545,-,11,1
7657552,0.50454,0.504542,429,324,1.2,3.8,5.9,45.3,0.88,1.18,2.0158,2.0054,29.6077,42.6894,-,0,-1
7657773,0.630294,0.630297,422,150,1.1,1.3,2.1,1.9,0.79,1.24,1.6205,1.6424,29.4985,17.8987,-,0,-1
7661142,0.549372,0.549365,489,230,0.9,1.5,0.9,4.5,0.75,0.73,1.8541,1.8258,29.5596,179.6945,-,0,-1
7673657,0.621031,0.621023,211,700,0.8,1.8,0.8,7.7,0.57,1.0,1.6441,1.6151,29.5247,207.4689,-,0,-1
7673910,0.776529,0.77653,301,379,1.0,1.2,2.6,1.7,0.36,0.42,1.3216,1.2932,29.577,183.1502,-,0,-1
7685659,0.675784,0.337916,393,156,1.0,2.1,1.0,4.4,0.39,0.49,1.4967,2.9823,59.0145,43.4311,-,0,-1
7691010,0.499302,0.499422,402,38,2.9,8.6,14.8,92.0,30.35,205.83,2.0286,2.027,38.7072,40.4613,-,0,-1
7699470,0.58256,0.582559,424,188,0.7,1.2,0.6,2.1,0.7,0.98,1.7505,1.7221,29.4551,182.1494,-,0,-1
7705899,0.658143,0.658148,479,213,1.7,3.5,5.1,17.7,0.42,0.6,1.5534,1.5324,29.4681,77.101,-,0,-1
7707014,0.455242,0.455243,485,341,3.0,2.0,13.8,11.6,0.96,1.12,2.2936,2.2021,10.313,182.8154,-,10,0
7712495,0.562481,0.562476,457,282,1.1,1.4,1.8,2.9,0.84,0.79,1.8118,1.7834,29.4724,178.8909,-,0,-1
7716220,0.563336,0.563335,459,282,1.7,3.5,6.1,26.0,0.66,0.54,1.7779,1.7806,357.1429,182.3154,-,0,-1
7723123,0.400054,0.999985,451,68,1.5,10.0,2.7,76.2,0.4,2115.47,2.5026,1.003,345.4231,336.1345,-,0,-1
7723614,0.560912,0.560908,533,388,1.1,2.4,2.8,16.2,0.74,1.01,1.8167,1.8561,29.4942,13.6454,-,0,-1
7735376,0.565166,0.565167,283,155,0.9,1.2,1.1,3.1,0.81,1.12,1.8033,1.8472,29.4681,12.8576,-,0,-1
7736895,0.286974,0.286978,354,264,1.2,1.1,1.8,2.1,0.32,0.35,3.5185,3.4901,29.5465,182.1494,-,0,-1
7753267,0.714498,0.714528,242,280,1.1,1.1,1.5,1.7,0.36,0.5,1.4525,1.405,18.9143,182.3154,-,0,-1
7769095,0.62435,0.624352,247,495,1.0,0.9,1.3,1.6,0.46,0.64,1.6722,1.6066,14.1784,202.4291,-,0,-1
7776303,0.492331,0.492319,129,96,1.1,1.5,1.9,3.1,1.13,0.85,2.0453,2.0845,70.4722,18.7459,-,0,-1
7779915,0.350405,0.350401,253,634,1.1,2.5,1.5,8.7,0.33,0.33,2.8566,2.8676,357.7818,72.8597,-,0,-1
7787834,0.465971,0.465971,281,627,1.1,2.1,1.8,8.2,1.12,1.11,2.2177,2.2177,13.9538,13.9587,-,0,-1
7792311,0.799663,0.399831,243,498,1.5,7.5,3.8,75.3,0.43,0.49,1.2537,2.5064,316.9572,186.5672,-,0,-1
7805413,0.52318,0.523178,237,754,0.9,1.3,0.8,2.6,0.95,0.91,1.9571,1.9571,21.8986,21.8914,-,0,-1
7810484,0.477401,0.477402,236,1140,1.5,4.9,3.9,60.5,0.78,1.0,2.1653,2.1406,14.1533,21.751,-,0,-1
7811366,0.489523,0.489521,253,1119,2.0,4.7,11.4,62.0,0.81,1.08,2.1151,2.0629,13.8293,49.8504,-,7,1
7819052,0.99994,0.542454,294,636,8.5,3.5,75.1,26.7,4760.09,0.89,1.0029,1.8483,350.8772,205.5498,-,0,-1
7820016,0.603784,0.603789,269,621,0.7,0.9,0.6,1.3,0.58,0.75,1.7241,1.661,14.7406,207.2539,-,0,-1
7827663,0.390832,0.390832,385,345,3.4,4.5,17.7,26.2,0.32,0.4,2.5925,2.5641,29.5334,182.6484,-,13,1
7836810,0.547266,0.547317,362,324,3.5,3.7,11.9,25.8,0.46,0.44,1.8611,1.8326,29.5247,182.4818,-,9,0
7844345,0.558232,0.558232,437,178,0.8,1.2,0.7,2.7,0.8,1.09,1.8252,1.797,29.5727,177.9359,-,0,-1
7846640,0.551495,0.551518,447,178,1.5,9.2,5.3,109.1,0.76,0.81,1.8942,1.8236,12.3472,96.0615,-,5,1
7852994,0.643846,0.643845,448,178,0.7,1.4,0.7,2.2,0.53,0.72,1.587,1.5868,29.5247,29.753,-,0,-1
7856049,0.541363,0.541368,253,79,2.2,2.2,9.8,8.0,0.73,0.46,1.9249,1.85,12.865,349.6503,-,10,0
7862277,0.424847,0.424851,231,628,2.3,1.3,9.3,6.6,0.54,0.62,2.4216,2.3586,14.746,207.2539,-,0,-1
7862869,0.295311,0.295312,270,197,1.3,1.3,2.6,2.4,0.44,0.33,3.4541,3.3891,14.7493,356.5062,-,0,-1
7868255,0.666425,0.666425,241,1383,1.3,1.5,1.5,3.4,0.53,0.52,1.5683,1.5052,14.7493,215.5172,-,0,-1
7874933,0.999918,0.526279,284,637,6.8,2.6,51.4,10.1,3463.85,1.38,1.0334,1.9514,29.9715,19.5027,-,0,-1
7892817,0.356832,0.356831,202,214,1.4,4.5,2.4,16.6,0.41,0.29,2.8701,2.8436,14.7754,24.3161,-,0,-1
7904246,0.692875,0.692892,192,214,1.5,1.2,3.0,2.6,0.74,0.56,1.5117,1.4466,14.6028,293.6858,-,0,-1
7907059,0.208676,1.075514,204,33,2.1,1.0,10.6,1.5,0.35,0.51,4.8013,0.969,108.8732,25.4874,-,0,-1
7908628,0.549017,0.549028,263,711,1.1,1.4,1.8,2.9,0.88,0.82,1.8442,1.8249,43.9657,286.533,-,0,0
7925995,0.476607,0.476607,270,298,1.5,2.1,3.1,10.3,1.14,1.07,2.1458,2.1037,20.9798,182.1494,-,0,-1
7933373,0.999984,0.657587,328,63,8.3,1.5,65.6,2.4,15263.97,0.28,1.0209,1.5515,47.9042,32.4623,-,0,-1
7946773,0.362098,0.362106,218,677,2.0,2.7,6.0,22.1,0.5,0.5,2.7954,2.7681,29.6209,153.9646,-,0,-1
7949405,0.527532,0.527523,240,774,1.0,1.2,1.1,3.1,0.86,1.08,1.9492,1.9492,18.6759,18.6759,-,0,-1
7956170,0.553222,0.553216,186,248,1.4,0.9,4.8,0.9,0.86,0.83,1.8377,1.844,33.2502,27.5028,-,0,-1
7956265,0.659804,0.6598,194,217,0.8,1.2,0.6,2.0,0.72,0.55,1.5494,1.5231,29.5727,133.9585,-,0,-1
7977207,0.358097,0.3581,218,761,1.8,3.0,4.1,13.5,0.49,0.5,2.8265,2.799,29.4551,153.9646,-,0,-1
7984971,0.642691,0.27285,323,335,2.2,5.9,6.8,27.2,0.19,0.22,1.5672,3.6705,88.7311,181.1594,-,0,-1
7997579,0.486693,0.486689,465,284,1.3,5.1,2.6,37.2,0.77,0.77,2.0886,2.0807,29.4551,38.4837,-,0,-1
8003415,0.640889,0.640884,296,396,1.8,1.0,5.7,1.6,0.54,0.55,1.5943,1.5658,29.4681,182.1494,-,0,-1
8010233,0.732549,0.732546,490,256,1.5,1.5,3.3,2.9,0.45,0.71,1.4137,1.3707,20.5656,178.4121,-,0,-1
8015684,0.365534,0.365534,367,313,1.3,1.6,2.4,2.3,0.42,0.53,2.7696,2.7414,29.4985,177.6199,-,0,-1
8027315,0.4805,0.480501,472,214,1.1,2.7,2.6,13.0,1.07,1.46,2.115,2.1204,29.5247,25.4842,-,0,-1
8036191,0.36386,0.363893,438,175,2.2,1.6,7.8,10.9,0.4,0.6,2.7822,2.8768,29.5116,7.7688,-,8,1
8052673,0.562206,0.562212,285,400,2.4,3.5,14.3,18.9,0.93,0.91,1.7992,1.7842,48.7092,180.3427,-,8,0
8057988,0.639645,0.63965,240,258,0.8,1.5,1.0,4.4,0.87,1.13,1.5971,1.6047,29.634,24.1867,-,0,-1
8071805,0.360986,0.360995,233,92,1.9,1.3,8.1,3.1,0.37,0.33,2.841,2.7729,14.1273,354.6099,-,0,-1
8076889,0.642253,0.642262,188,351,0.7,1.1,0.6,2.1,0.82,1.11,1.5598,1.5932,357.7818,27.6396,-,0,-1
8078575,0.343167,0.343167,223,95,0.8,1.0,0.7,1.1,0.36,0.27,2.9584,2.9169,22.5428,353.9823,-,0,-1
8085093,0.292652,1.416823,249,27,0.9,1.1,0.9,6.3,0.44,0.89,3.4879,0.7117,14.1034,169.0617,-,0,-1
8088756,0.463877,0.463892,220,83,1.0,2.2,3.2,6.7,1.1,0.61,2.2323,2.1586,13.0702,341.8803,-,0,-1
8096970,0.358815,0.358818,281,328,1.2,2.0,1.1,4.1,0.29,0.34,2.8961,2.8961,9.1583,9.1571,-,0,-1
8097511,0.34276,0.342764,272,764,0.8,1.1,0.7,1.6,0.33,0.33,2.9853,2.9313,14.7482,72.4375,-,0,-1
8100474,0.541739,0.541729,236,76,1.2,4.5,1.7,31.1,0.71,0.99,1.9244,1.8497,12.7478,264.9007,-,0,-1
8107761,0.56906,0.569011,204,736,0.8,1.7,0.7,4.1,0.53,0.52,1.8279,1.7622,14.1673,208.3333,-,0,-1
8125320,1.000197,0.258145,178,200,10.6,1.5,88.8,2.2,33.45,0.23,1.0426,3.8799,23.3781,163.9344,-,0,-1
8129190,0.532305,0.532301,187,620,3.4,3.0,57.2,16.5,0.75,1.01,1.947,1.9407,14.6327,16.116,-,0,-1
