LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
6729261,0.279963,0.55992,0.419941,1.999979,625,0.3716251460298929,5.2,1.9,0.7772429541094513,8.5,2.6,15.84,0.21,43,0.2494559581260968,7.0,3.4,0.2871216801053026,16.3,3.9,15.98,0.18,3.5719,3.6058,29.4985,0.0127,21.3925,0.5692,0.5925,42.8541,0.1573,4.4135,0.03,0.66666,,Z,6.0,period
6803937,0.670347,0.51945,0.594898,0.774897,301,0.0541206201214226,20.3,3.0,0.7519710305410741,304.4,13.2,14.37,0.76,53,0.0582056635063362,13.9,2.0,0.2714573173779384,86.2,8.3,16.41,0.64,1.4918,1.5138,45.3618,0.0844,11.9252,1.9252,1.9767,19.4024,0.0576,6.6758,0.12,0.25365,L,,,
6805826,1.259047,0.629461,0.944254,0.49995,314,0.2172495058519655,18.6,3.8,0.8149197462616322,51.8,8.9,14.93,0.31,52,0.142514690708548,27.7,4.2,0.340119665250495,61.9,8.8,14.9,0.32,0.7943,0.8111,59.2066,0.0814,6.0242,1.9618,2.0026,24.5008,0.0552,7.0165,0.01,0.66675,L,,,
6819457,0.436282,0.436265,0.436274,0.999961,325,0.1202477732611472,32.5,3.6,0.1473590058839923,39.8,3.9,15.03,0.95,103,0.1557671245918419,71.8,8.1,0.1566812946924053,74.9,8.5,15.23,0.65,2.2921,2.295,346.0208,0.0669,9.4986,2.2922,2.3845,10.8301,0.0288,8.7593,0.3,4e-05,,Z,7.0,amp
6883239,0.563711,0.563712,0.563711,1.000002,305,0.0567179444329854,15.1,2.9,0.0567179444329854,15.1,2.9,14.35,0.79,66,0.0548182148739232,10.6,2.5,0.0534756865702515,10.6,2.5,14.45,0.56,1.774,1.8444,14.1935,0.0929,7.2619,1.774,1.7769,336.7003,0.0472,10.2268,0.23,0.0,,Z,10.0,amp
6918683,0.344067,0.344073,0.34407,1.000017,268,0.0842046072148762,1.3,1.1,0.0860415260702777,1.4,1.1,15.49,0.44,59,0.0436746598515096,1.2,1.1,0.0425024343068056,0.9,1.0,15.56,0.32,2.9064,2.9769,14.1844,0.0393,14.3588,1.4532,1.4626,106.1008,0.055,9.0648,0.12,2e-05,Z,,,
6958952,0.706795,1.060181,0.883488,1.499984,432,0.2567636084788012,6.3,2.2,0.921808789004439,12.0,3.0,16.11,0.44,80,0.2036327228198527,22.3,4.4,0.41477522290836,46.5,6.1,16.13,0.3,1.4148,1.4318,59.0493,0.0337,7.2216,0.9432,0.9607,57.1429,0.0372,4.2887,0.14,0.39999,,Z,7.0,period
7086820,0.573677,0.573679,0.573678,1.000003,266,0.0512123808093738,3.1,1.0,0.052938109999529,3.1,1.0,15.47,0.97,42,0.0215945921278904,1.3,1.3,0.0221562107304119,1.3,1.3,15.57,0.71,1.7431,1.7771,29.4768,0.0755,11.646,1.743,1.7677,40.4613,0.0692,5.3548,0.26,0.0,Z,,,
7124989,0.613706,0.613707,0.613706,1.000002,608,0.0357477731977583,1.5,0.9,0.0357477731977583,1.5,0.9,15.21,0.84,43,0.0336172736450425,2.5,1.7,0.0336460786077905,2.4,1.7,15.24,0.64,1.6294,1.6633,29.5029,0.0412,11.8879,1.6295,1.6408,88.7705,0.0511,5.4589,0.2,0.0,Z,,,
7131981,0.662521,0.662521,0.662521,1.0,569,0.0413357733028558,2.4,1.2,0.0413357733028558,2.4,1.2,15.21,0.75,50,0.0152660766249076,1.1,0.7,0.0152660766249076,1.1,0.7,15.19,0.57,1.5094,1.5432,29.5465,0.0544,12.6425,1.5094,1.5138,223.7136,0.0742,9.163,0.18,0.0,Z,,,
7254801,0.561133,0.561071,0.561102,0.99989,310,0.1101452466786472,2.2,1.3,0.19806123910575,5.7,1.8,15.88,0.63,54,0.0955274647963707,8.8,2.5,0.1055798665879469,10.8,2.9,16.02,0.41,1.7821,1.8527,14.1563,0.055,6.4741,1.7823,1.8655,12.02,0.036,2.4837,0.22,0.00011,,Z,6.0,period
7260181,1.73387,0.732523,1.233196,0.422479,292,0.1893051096006007,25.5,3.7,0.3523818417006401,49.4,5.0,14.82,0.38,65,0.1957869360995521,47.2,5.9,0.6224386361658475,99.5,9.7,14.85,0.36,0.5767,0.6003,42.4989,0.2295,7.1833,1.3651,1.3857,48.6381,0.0572,9.3489,0.02,0.81199,Z,,,
7279621,0.415469,0.415467,0.415468,0.999995,324,0.1860246000311332,5.0,1.9,0.186883261803951,5.1,1.9,15.59,0.38,61,0.0962350262084679,17.1,2.6,0.0979028009084326,17.2,2.7,15.56,0.34,2.4069,2.5166,9.1183,0.0311,5.3593,0.8023,0.8112,113.1862,0.0615,5.6337,0.04,0.0,Z,,,
7391221,0.694556,0.347276,0.520916,0.499997,506,0.0903459691489334,1.3,1.0,1.219313032707789,15.1,4.1,15.74,0.36,83,0.0571736055785708,1.8,1.3,0.3660032637208781,49.9,8.1,15.78,0.3,1.4398,1.4567,58.9623,0.1088,24.6175,2.8796,2.9425,15.9058,0.0269,7.0656,0.06,0.66667,L,,,
7411461,0.467033,0.482633,0.474833,1.033402,552,0.0649120947218648,2.4,1.0,0.772525121761106,34.9,4.8,15.83,1.09,43,0.0951878992017451,75.8,6.2,0.4714562758521174,185.5,9.3,15.7,1.1,2.1412,2.1751,29.4811,0.0736,14.6889,1.1383,1.1922,18.5718,0.1376,0.8074,0.01,0.03285,,Z,7.0,period
7420913,1.05292,0.35098,0.70195,0.33334,272,0.073082714436712,5.0,2.0,0.0755581077352056,4.5,1.8,14.63,0.37,41,0.0259335609581137,1.1,0.6,0.0447244665277056,1.1,1.1,14.59,0.27,0.9497,0.9762,37.7644,0.1388,7.0187,2.8492,2.8556,157.1092,0.0403,7.2172,0.1,0.99999,L,,,
7519479,0.702027,0.351011,0.526519,0.499996,560,0.1551190707034835,1.6,1.1,1.2852749401771053,7.5,3.1,16.19,0.36,51,0.1114641276948602,6.1,2.1,0.2223867964829666,24.4,4.5,16.2,0.27,1.4244,1.4414,59.1017,0.0437,16.3399,0.9497,0.9763,37.594,0.0577,5.3459,0.09,0.66667,Z,,,
7535651,0.594803,0.594804,0.594804,1.000002,263,0.0513408650460581,3.8,1.3,0.0497682172064702,3.7,1.2,15.05,1.06,156,0.0256971223425267,2.2,1.3,0.0256971223425267,2.2,1.3,15.21,0.77,1.6812,1.7209,25.2302,0.0528,6.6067,1.6812,1.6843,321.0273,0.0528,16.9854,0.29,0.0,Z,,,
7555727,0.990143,0.393013,0.691578,0.396925,260,0.3935586357489468,7.6,2.9,0.7560872071554501,12.0,4.0,15.55,0.32,197,0.0866865960458608,4.8,1.8,2.9130861950862537,52.9,10.3,15.58,0.27,1.01,1.0271,58.4283,0.1131,9.1663,2.5444,2.5476,316.4557,0.0116,14.6479,0.05,0.86343,,L,6.0,period
7580734,0.314956,0.314957,0.314956,1.000003,387,0.1691748133396496,4.1,2.0,0.1691748133396496,4.1,2.0,15.46,0.38,69,0.1328188477314949,12.6,2.9,0.1276706546961379,12.8,3.0,15.59,0.29,3.175,3.2089,29.5596,0.0295,16.956,1.0583,1.0861,36.0295,0.0977,13.3639,0.09,0.0,Z,,,
7593064,0.745898,0.745899,0.745898,1.000001,478,0.0973303813250195,0.7,0.8,0.0973303813250195,0.7,0.8,15.85,0.36,46,0.0566532172882313,1.9,1.3,0.0564586952627131,1.9,1.3,15.75,0.29,1.3407,1.3745,29.5552,0.068,11.9132,1.3406,1.3684,36.036,0.1366,9.8653,0.07,0.0,Z,,,
7827663,0.390832,0.390832,0.390832,1.0,385,0.2157563737686413,17.7,3.4,0.2157563737686413,17.7,3.4,14.93,0.32,70,0.1457006044537759,11.2,2.7,0.1457006044537759,11.2,2.7,14.88,0.3,2.5586,2.5925,29.5334,0.0264,14.7403,1.2793,1.3393,16.6722,0.0333,3.4099,0.02,0.0,,Z,8.0,period
7908628,0.549017,0.549028,0.549022,1.00002,263,0.049393632475553,1.8,1.1,0.0575990202926176,2.5,1.2,15.27,0.88,140,0.0231923954620015,2.6,1.2,0.0251560198566555,2.7,1.3,15.36,0.65,1.8214,1.8442,43.9657,0.0674,7.1387,1.8214,1.8245,326.7974,0.0485,10.0699,0.23,2e-05,L,,,
7925995,0.476607,0.476607,0.476607,1.0,270,0.0369933634993698,3.1,1.5,0.0369933634993698,3.1,1.5,15.08,1.14,63,0.0262433303565049,3.7,2.1,0.0262433303565049,3.7,2.1,15.18,0.97,2.0982,2.1458,20.9798,0.0589,8.9378,1.0491,1.0654,61.0128,0.1131,8.0378,0.17,0.0,Z,,,
7984971,0.642691,0.27285,0.45777,0.424543,323,0.2863524710597776,6.8,2.2,0.8521900655021076,13.3,3.5,15.31,0.19,69,0.2538011644603723,13.7,3.7,0.4057867295945367,26.7,5.4,15.52,0.19,1.556,1.5672,88.7311,0.0288,11.2725,2.0025,2.0888,11.5861,0.0186,3.7382,0.0,0.80792,,Z,6.0,period
7997579,0.486693,0.486689,0.486691,0.999992,465,0.1527172050601566,2.6,1.3,0.1555399325918763,2.6,1.3,16.32,0.77,45,0.1038396853228787,8.4,2.6,0.0998218482544438,8.1,2.5,16.54,0.48,2.0547,2.0886,29.4551,0.0694,10.7203,2.0546,2.0601,182.8154,0.0622,6.5504,0.29,1e-05,Z,,,
8130793,0.640631,0.64051,0.64057,0.999811,256,0.1558503830525026,17.3,3.4,0.2305884624376336,24.7,4.5,14.72,0.35,52,0.0677909287496082,3.4,1.6,0.0917626044726779,7.1,2.5,14.64,0.31,1.561,1.5998,25.7334,0.0537,5.1508,1.5612,1.5645,307.2197,0.1411,8.2011,0.04,0.00019,Z,,,
8140987,1.131832,0.377246,0.754539,0.333306,486,0.1910560899926924,14.7,3.1,0.1797201729263266,16.9,3.2,15.09,0.37,71,0.1119909028529226,7.6,2.5,0.1008253938813049,22.3,2.6,15.11,0.27,0.8835,0.8948,88.4564,0.0726,14.3749,1.3254,1.3697,22.5759,0.0355,6.5312,0.1,1.00006,L,,,
8153673,0.71967,0.359863,0.539766,0.500039,442,0.1509681128197749,10.5,2.8,0.9557453277851437,56.0,7.4,14.81,0.31,46,0.0548888483924759,1.7,1.2,0.3660627438618675,54.9,8.2,14.77,0.27,1.3895,1.4065,58.9623,0.0956,18.0851,2.7788,2.8285,20.1511,0.028,4.7782,0.04,0.6666,L,,,
8245702,1.918421,0.390059,1.15424,0.203323,273,0.1743307677752968,2.4,1.4,0.7050251913105098,5.8,2.8,16.51,0.61,138,0.115446522353657,2.9,1.6,0.5958394209202723,25.1,5.1,16.65,0.28,0.5213,0.5325,88.6918,0.115,7.6681,2.5637,2.6031,25.4259,0.0122,7.7044,0.33,1.32413,L,,,
8337518,0.536969,0.53697,0.53697,1.000002,466,0.0659019998243113,1.0,0.8,0.0674681448597328,1.0,0.8,16.24,0.96,66,0.0314370073749096,2.1,1.2,0.0314370073749096,2.1,1.2,16.33,0.68,1.8623,1.8962,29.5159,0.0885,11.0986,1.8623,1.8852,43.63,0.0526,8.7487,0.28,0.0,Z,,,
8405435,0.666743,0.666737,0.66674,0.999991,260,0.0521396537620668,1.1,0.9,0.0465716217557979,1.0,0.9,15.49,0.67,201,0.0243638549505304,1.8,1.0,0.0248810765933991,1.7,1.0,15.52,0.53,1.4998,1.5056,172.5626,0.0853,7.0839,1.4998,1.5057,171.6738,0.0181,14.4982,0.14,1e-05,L,,,
8428593,0.955946,0.468274,0.71211,0.489854,299,0.1338847076011537,51.2,4.6,0.6236046015918321,144.8,11.3,15.12,1.07,196,0.0307694614589538,4.2,1.7,1.1844630307919897,206.8,16.9,15.2,0.86,1.0461,1.0492,323.1018,0.102,2.1945,2.1355,2.2019,15.0625,0.0268,17.3801,0.21,0.68483,,L,9.0,period
8595866,0.33194,0.331942,0.331941,1.000006,318,0.0842169886045285,1.4,1.0,0.0855401844868816,1.4,1.0,15.48,0.35,69,0.0549628963428432,1.6,1.2,0.0663967795833145,1.7,1.5,15.56,0.27,3.0126,3.0464,29.5465,0.0296,16.1702,0.9999,1.0042,235.2941,0.2765,10.6182,0.08,1e-05,Z,,,
8610884,0.592421,0.592429,0.592425,1.000014,277,0.1523754075287486,6.3,2.2,0.1573550415108336,6.3,2.2,15.48,0.45,186,0.1271784871281089,25.3,3.7,0.1229517469086671,25.7,3.7,15.4,0.4,1.688,1.7144,37.843,0.0504,9.1348,1.6879,1.6908,352.7337,0.0404,15.638,0.05,1e-05,L,,,
8611846,0.601569,0.601574,0.601572,1.000008,269,0.089442394023039,0.7,0.7,0.0862871256409388,0.7,0.7,16.22,0.53,75,0.036301509072357,0.9,0.9,0.033622085288688,0.9,0.9,16.18,0.42,1.6623,1.7266,15.5642,0.0772,7.1344,1.6623,1.6673,201.6129,0.0546,12.2669,0.11,1e-05,Z,,,
8640362,0.33272,0.344192,0.338456,1.034479,444,0.1340560051433908,12.6,4.1,1.5241125932070196,12.6,3.9,15.73,1.28,66,0.0775024558693253,2.3,1.4,0.405953741025139,31.5,6.2,15.84,0.27,3.0055,3.0373,31.4367,0.0118,6.9057,1.4527,1.4948,23.7135,0.0225,5.3003,1.01,0.0339,,L,8.0,period
8907563,0.513164,0.513164,0.513164,1.0,259,0.1215439380265615,2.8,1.1,0.1215439380265615,2.8,1.1,16.13,0.77,87,0.0905491546661155,15.9,3.4,0.0905491546661155,15.9,3.4,16.2,0.64,1.9487,1.9757,37.0508,0.082,8.2394,1.9487,2.0027,18.5202,0.0571,16.1234,0.13,0.0,L,,,
9227464,0.352865,0.352858,0.352862,0.99998,352,0.2897407801377706,34.4,4.4,0.301696303332601,35.0,4.3,14.93,0.3,135,0.1691604259749909,9.1,2.8,0.1637006075081016,9.2,2.8,15.02,0.22,2.8339,2.9184,11.8399,0.0181,7.5471,0.9447,0.9737,34.4175,0.053,9.5332,0.08,2e-05,,Z,9.0,amp
9449335,0.47572,0.475695,0.475707,0.999947,257,0.0880160444188826,15.1,2.0,0.1425277396322321,31.2,3.2,15.24,0.89,139,0.0635955329292852,14.5,3.0,0.0664564315628626,25.5,3.3,15.41,0.61,2.1021,2.1359,29.5465,0.1036,11.6301,1.0008,1.034,30.1023,0.0551,9.2197,0.28,5e-05,,Z,6.0,period
9515908,0.547683,0.611145,0.579414,1.115874,254,0.0228958434343407,11.4,1.7,0.4731316836999647,291.8,14.8,14.1,0.88,96,0.1058253310126508,8.9,3.3,0.5344431369825854,70.9,7.3,15.99,0.48,1.8259,1.8804,18.3368,0.0417,5.1934,1.6363,1.7041,14.7471,0.0192,6.6467,0.4,0.10953,,Z,8.0,period
9532981,0.591,0.591042,0.591021,1.000071,282,0.1600594656094758,7.4,1.7,0.2060557886182857,10.2,2.2,16.0,0.59,72,0.1667527020186703,21.1,4.7,0.177686143170733,23.2,4.5,16.01,0.41,1.692,1.6948,357.7818,0.0979,6.5416,1.6919,1.6947,355.2398,0.0817,14.0854,0.18,7e-05,,Z,7.0,period
9756199,0.657727,0.657671,0.657699,0.999915,277,0.170330108822019,1.2,1.0,0.3011394576827967,2.3,1.5,16.37,0.4,74,0.0771316504681482,2.9,1.4,0.0836041568858377,2.9,1.4,16.41,0.29,1.5204,1.5373,59.0145,0.0837,9.0009,1.5205,1.5541,29.7619,0.0261,7.0282,0.11,9e-05,L,,,
9818617,0.626065,0.626066,0.626065,1.000002,267,0.0676212595147736,0.9,0.8,0.0676212595147736,0.9,0.8,16.12,0.76,62,0.0265025487428007,2.0,1.0,0.0246321487582685,1.9,0.9,16.12,0.62,1.5973,1.6048,133.6005,0.0798,6.3692,1.5973,1.6001,352.7337,0.0598,10.4412,0.14,0.0,L,,,
9838775,1.102646,0.367561,0.735104,0.333345,279,0.1146691178752346,1.0,0.8,0.143590265052844,1.1,0.9,16.43,0.46,71,0.0951979219414525,2.2,1.6,0.0882519741632549,3.5,1.4,16.46,0.27,0.9069,0.9182,88.6525,0.0846,9.1095,1.3603,1.3699,103.9501,0.0391,9.1148,0.19,0.99997,L,,,
9852554,0.651339,0.651367,0.651353,1.000043,339,0.1352235083563752,1.1,1.0,0.1575813062664165,1.6,1.1,16.42,0.67,69,0.102352344861151,11.0,2.8,0.084025617504696,9.7,2.2,16.43,0.52,1.5353,1.557,46.0617,0.0544,7.4618,1.5353,1.5403,197.2387,0.0336,6.4626,0.15,4e-05,L,,,
9854852,0.668734,0.668729,0.668732,0.999993,294,0.028590180148596,2.3,0.8,0.0327709189575986,2.5,0.9,15.04,0.65,65,0.0307935255963436,2.2,1.3,0.0290437522221103,1.9,1.2,15.09,0.55,1.4954,1.5012,171.3796,0.0733,11.4712,1.4954,1.5269,31.6857,0.0326,7.2602,0.1,1e-05,L,,,
9856232,0.626142,0.626129,0.626136,0.999979,335,0.1129414698031987,24.3,3.4,0.1107307832308639,25.0,3.3,14.98,0.83,68,0.0797440611224871,37.3,3.6,0.0954900906653818,36.5,4.4,15.04,0.56,1.5971,1.6337,27.3187,0.0657,5.0604,1.5971,1.6164,51.7331,0.0335,8.1357,0.27,2e-05,,Z,10.0,amp
9918809,0.47946,0.479509,0.479484,1.000102,265,0.1662627594748201,7.8,1.9,0.1808201939841665,8.3,2.2,15.81,0.6,126,0.2806876770552423,95.8,10.3,0.2751390730903676,103.2,8.6,15.86,0.5,2.0857,2.1556,14.3113,0.0438,5.8301,2.0848,2.0877,352.7337,0.0184,14.4836,0.1,0.0001,,Z,6.0,period
9961135,0.590896,0.590891,0.590894,0.999992,296,0.0866729122113347,2.6,1.1,0.0908926000429105,2.7,1.1,15.58,0.57,71,0.0685711644303672,4.7,1.8,0.0620924618619018,4.7,1.7,15.56,0.45,1.6923,1.7099,57.0288,0.0961,7.3855,1.6924,1.6977,186.2197,0.0318,7.71,0.12,1e-05,L,,,
9964640,0.636584,0.0,0.318292,0.0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5709,1.5878,59.1017,0.0621,10.2793,0.0,0.0,0.0,0.0,0.0,0.0,2.0,L,,,
9979905,0.338739,0.338739,0.338739,1.0,457,0.09510644119178,7.9,2.5,0.09510644119178,7.9,2.5,14.72,0.46,70,0.0605025301835803,5.0,1.8,0.0605025301835803,5.0,1.8,14.8,0.37,2.9521,2.986,29.5072,0.0354,19.9321,1.0008,1.0255,40.4531,0.1074,7.5705,0.09,0.0,Z,,,
10085065,0.33749,0.337492,0.337491,1.000006,444,0.058549569311762,4.1,1.4,0.0632540052726622,4.2,1.5,14.73,0.4,68,0.0555171931769312,1.1,1.0,0.0514701706869201,1.0,0.9,14.74,0.31,2.963,2.9658,357.7818,0.086,23.7726,0.9877,0.9952,133.2445,0.1054,10.9103,0.09,1e-05,Z,,,
10420063,0.487395,0.487394,0.487394,0.999998,488,0.0518131694643486,67.9,4.2,0.0519356813533617,66.2,4.2,13.99,0.97,65,0.0583190106319436,19.5,3.7,0.0583190106319436,19.5,3.7,14.13,0.68,2.0517,2.0857,29.4421,0.0421,10.4333,2.0517,2.1007,20.4207,0.0899,22.549,0.29,0.0,,Z,10.0,amp
10481905,0.48472,0.484775,0.484748,1.000113,510,0.1163592439032196,18.1,2.6,0.2102340344855031,38.6,4.2,15.11,0.71,62,0.0669509266075213,50.4,3.3,0.1422897901445639,77.1,6.2,15.15,0.6,2.063,2.097,29.4898,0.0528,11.9191,1.0001,1.0046,220.5072,0.0278,3.9229,0.11,0.00011,,Z,11.0,period
10503746,0.573563,0.57357,0.573567,1.000012,264,0.0851732951320413,12.8,2.7,0.0812190910235284,13.7,2.7,14.87,0.83,103,0.0460606295242981,3.6,1.4,0.0496045449547137,3.9,1.5,15.03,0.54,1.7435,1.7576,70.9471,0.07,7.171,1.7435,1.7463,353.3569,0.0351,16.31,0.29,1e-05,L,,,
10598277,0.632047,0.275105,0.453576,0.43526,422,0.0542552926869787,6.5,1.4,0.8158537435482471,98.4,8.9,14.79,0.64,53,0.0756971516853252,1.6,1.1,0.3480204548496607,20.6,5.4,16.34,0.23,1.5822,1.616,29.5465,0.0938,9.499,1.2117,1.2534,23.9292,0.0613,5.8564,0.41,0.78695,,,6.0,period
10814742,0.462687,0.462683,0.462685,0.999991,257,0.088746133379768,26.8,2.5,0.090452262033402,27.2,2.7,14.99,0.9,76,0.0854152920190992,39.9,4.3,0.0839103399650213,40.7,4.2,15.13,0.62,2.1613,2.2185,17.4749,0.0711,6.126,2.1613,2.2405,12.6295,0.0262,7.831,0.28,1e-05,,Z,10.0,amp
10954700,0.594403,0.594391,0.594397,0.99998,422,0.1285183476860974,4.8,1.5,0.129052872790494,4.8,1.5,15.87,0.7,51,0.0615144853750238,20.5,2.6,0.0709047917463446,18.6,3.1,15.8,0.62,1.6824,1.6852,355.8719,0.1406,15.252,1.6824,1.7091,37.4462,0.0529,5.8187,0.08,2e-05,Z,,,
10980498,0.278969,0.278971,0.27897,1.000007,309,0.1674169685148984,1.1,1.0,0.1627660451275153,1.1,0.9,15.94,0.33,48,0.1219249421139145,6.5,2.2,0.1260959304867952,6.4,2.3,15.91,0.27,3.5846,3.5874,357.1429,0.0804,29.0508,1.1949,1.2195,40.6339,0.0685,6.6653,0.06,1e-05,Z,,,
11007728,0.579997,0.579984,0.579991,0.999978,268,0.1644636002332981,1.4,1.1,0.1708428078899007,1.4,1.1,16.24,0.45,43,0.0444321259713644,2.1,1.4,0.0497029926182741,3.7,1.7,16.26,0.49,1.7241,1.7608,27.2591,0.1224,14.5087,1.0,1.0031,322.0612,0.1453,7.4062,0.04,2e-05,Z,,,
11256803,0.515911,0.340015,0.427963,0.659057,251,0.2096245586122239,22.4,3.7,0.8196635949751925,54.7,9.1,15.2,0.47,78,0.0636171929817532,6.2,1.9,0.5933392750468351,77.3,10.7,15.21,0.41,1.9383,1.972,29.7309,0.0408,7.4782,1.4705,1.4842,73.2332,0.0267,7.1484,0.06,0.41101,,L,7.0,period
11296138,0.618447,0.618464,0.618456,1.000027,263,0.0930990116413891,14.5,2.8,0.0969097706140202,16.1,2.8,14.71,0.49,65,0.0610892902393296,11.7,2.1,0.0778493545213209,15.3,2.5,14.67,0.43,1.617,1.6398,43.8116,0.0742,5.4876,1.6169,1.6662,20.2778,0.05,7.8075,0.06,3e-05,L,,,
11364592,0.318602,0.637115,0.477858,1.999721,331,0.187669338260747,0.8,0.8,1.2179466873680067,3.7,2.1,16.7,0.42,44,0.2079476489128522,24.1,3.8,0.2869534041665508,27.6,5.8,16.62,0.34,3.1387,3.1726,29.5247,0.048,17.1394,1.0463,1.0525,162.0746,0.0965,5.7337,0.08,0.66654,Z,,,
11366353,0.266815,0.266816,0.266816,1.000004,260,0.0759425829135548,20.5,2.6,0.0823631846296554,21.7,3.0,14.15,0.37,44,0.0255045394078822,1.1,1.0,0.0255045394078822,1.1,1.0,13.98,0.45,3.7479,3.7846,27.2814,0.0541,28.9419,1.0,1.0067,147.6015,0.1118,5.309,0.08,0.0,Z,,,
11382007,0.642531,0.642532,0.642532,1.000002,278,0.0948191735913325,0.8,0.8,0.0950428740394045,0.8,0.7,15.8,0.32,43,0.0459637055473027,0.9,1.0,0.0459637055473027,0.9,1.0,15.64,0.32,1.5563,1.5592,355.8719,0.1718,12.3746,0.7782,0.7878,103.1992,0.2134,8.7727,0.0,0.0,Z,,,
14229885,0.600104,0.600114,0.600109,1.000017,260,0.0267755609143822,2.5,1.2,0.0277102684437865,2.5,1.4,14.59,0.99,223,0.0223985871693142,2.7,1.4,0.022618108199742,3.9,1.4,14.66,0.79,1.6664,1.6796,75.815,0.133,7.4706,1.6663,1.676,104.1124,0.0123,12.7154,0.2,2e-05,L,,,
15075296,0.524657,0.524659,0.524658,1.000004,266,0.0610103505710876,1.0,0.8,0.0592139621678065,1.0,0.8,15.79,1.04,355,0.0284360050422223,2.9,1.6,0.0295421810970415,3.0,1.6,15.9,0.78,1.906,1.9229,59.0493,0.0851,6.2268,1.906,1.9102,236.1275,0.0063,9.5481,0.26,0.0,L,,,
16494763,0.441664,0.441659,0.441662,0.999989,252,0.1020324371461935,27.1,3.8,0.1001297622949282,27.6,3.7,14.48,0.75,150,0.0990440438261926,17.8,3.2,0.1031929099605446,18.2,3.3,14.62,0.53,2.2642,2.3164,19.1333,0.0948,4.6787,2.2642,2.2782,71.1744,0.0056,9.0784,0.22,1e-05,,Z,10.0,amp
16846842,0.607479,0.607475,0.607477,0.999993,402,0.0870071168903232,1.5,0.7,0.086735059703396,1.5,0.7,16.2,0.49,50,0.0321516575064725,1.5,0.8,0.0320486759231145,1.5,0.8,16.27,0.39,1.6461,1.649,349.6503,0.0682,13.8019,1.6462,1.6506,224.7191,0.0908,8.7036,0.1,1e-05,Z,,,
17082055,1.146783,1.146792,1.146788,1.000008,530,0.0680740269606789,1.5,1.1,0.0682802676413867,1.5,1.1,15.94,0.89,41,0.01713301272065,0.8,0.8,0.0184592810159784,0.7,0.8,16.02,0.62,0.872,0.9058,29.5508,0.1791,5.97,0.872,0.8765,222.4694,0.1057,5.4646,0.27,1e-05,Z,,,
17165200,0.646414,0.323213,0.484814,0.500009,586,0.0822374612007787,2.2,1.2,1.4560755155346687,36.0,7.4,15.25,0.34,50,0.0556444268800384,1.7,1.4,0.4948197225509829,62.6,8.0,15.22,0.28,1.547,1.5639,59.1366,0.0608,23.6426,1.5469,1.5796,30.656,0.0367,5.5326,0.06,0.66665,L,,,
17168875,0.626305,0.626306,0.626306,1.000002,589,0.0595224841185314,1.4,0.9,0.0589914220501716,1.3,0.9,15.97,0.93,50,0.0230820329285317,2.2,1.1,0.0230820329285317,2.2,1.1,16.06,0.75,1.5967,1.6593,15.9732,0.0303,11.421,1.5967,1.6065,101.9368,0.0678,7.822,0.18,0.0,Z,,,
17216032,0.585994,0.586,0.585997,1.00001,472,0.0791973689943489,5.3,1.4,0.080629729127634,5.4,1.4,15.45,0.61,49,0.0520989587462783,9.9,2.0,0.0509608944034612,9.8,1.9,15.48,0.46,1.7065,1.7093,355.2398,0.0408,15.6738,1.7066,1.7233,59.6481,0.0503,6.9341,0.15,1e-05,Z,,,
17266250,0.28381,0.283811,0.28381,1.000004,551,0.0566245130103826,17.2,2.3,0.0566245130103826,17.2,2.3,14.23,0.44,41,0.047279086628428,1.2,1.2,0.0457384051349213,1.2,1.2,14.27,0.34,3.5235,3.5574,29.5116,0.0277,30.7598,3.5235,3.5423,53.1067,0.0588,10.7775,0.1,0.0,Z,,,
17312184,1.073435,0.357807,0.715621,0.333329,319,0.0790237292561609,6.4,2.2,0.1044501838861926,7.0,2.5,14.51,0.4,69,0.0536260530745991,2.7,1.2,0.0523978592256341,3.6,1.2,14.58,0.26,0.9316,0.9542,44.2772,0.1989,10.2272,1.3974,1.4405,23.2126,0.0279,5.1601,0.14,1.00001,L,,,
17452152,0.538108,0.5381,0.538104,0.999985,549,0.0392470962132582,1.4,0.9,0.0416103791542282,2.4,0.9,15.61,0.96,45,0.0212304014462953,3.6,1.3,0.0244969160961087,7.1,1.4,15.68,0.75,1.8584,1.8922,29.5116,0.0869,13.2508,0.8557,0.8592,287.7698,0.1016,5.7041,0.21,1e-05,Z,,,
