LINEAR ID,Plinear,Pztf,N_L,N_Z,L_chi2r,Z_chi2r,L_chi2,Z_chi2,Lampl,Zampl,Ampl_diff,BpeakL,BpeakZ,BperiodL,BperiodZ,Periodogram_f,B_score,Blazhko_f
3992818,0.583474,0.583477,505,574,1.2,1.3,2.1,2.2,0.69,0.7,0.01,1.7477,1.7194,29.5683,180.9955,-,8,0
4017030,0.464977,0.464975,341,148,2.1,2.0,7.0,5.4,0.63,1.54,0.91,2.2233,2.2246,13.7703,13.5236,-,10,0
4019844,0.492755,0.492752,329,151,1.2,3.2,2.4,13.8,1.09,1.51,0.42,2.0383,2.0428,112.2965,74.8223,-,5,0
4052762,0.722607,0.722606,252,363,2.0,2.1,3.7,6.3,0.59,0.52,0.07,1.4202,1.3868,27.5028,347.8261,-,9,0
4101289,0.379225,0.37925,256,657,1.2,2.7,2.0,9.0,0.39,0.37,0.02,2.7048,2.6416,14.7308,209.205,-,6,1
4136438,0.517298,0.517307,458,259,0.8,1.5,1.2,4.8,0.94,0.9,0.04,1.936,1.9679,352.1127,28.7068,-,5,0
4139829,0.584193,0.584189,464,123,1.0,1.6,1.2,5.0,0.75,1.04,0.29,1.7146,1.7639,356.5062,19.2012,-,5,0
4171129,0.601867,0.601866,273,604,1.2,2.0,5.4,10.3,0.96,1.34,0.38,1.7291,1.6664,14.7929,204.918,-,5,0
4182729,0.681458,0.681461,299,1384,1.1,1.2,1.6,4.0,0.54,0.75,0.21,1.4722,1.5353,211.8644,14.746,-,0,0
4224216,0.344391,0.344393,374,352,1.6,1.5,2.7,2.8,0.35,0.33,0.02,2.9376,2.9091,29.4724,182.6484,-,8,0
4229566,0.596066,0.596055,402,83,1.5,1.5,4.0,8.8,0.59,0.89,0.3,1.7391,1.6939,16.2813,61.8429,-,5,0
4234952,0.566338,0.566348,461,179,0.9,3.6,1.5,27.3,0.59,0.77,0.18,1.7995,1.7712,29.5727,180.1802,-,5,1
4282396,0.392234,0.392238,311,885,2.4,5.9,11.6,47.1,0.51,0.54,0.03,2.5833,2.555,29.5465,181.1594,-,5,0
4310768,0.496598,0.49659,482,213,2.3,3.3,11.7,28.2,0.82,1.06,0.24,2.0476,2.0192,29.5334,181.653,-,10,0
4320492,0.361005,0.360942,480,290,3.7,1.8,15.1,11.2,0.26,0.29,0.03,2.8039,2.7761,29.5116,180.9955,-,7,1
4325364,0.582085,0.582104,493,46,1.0,1.5,2.1,2.8,0.65,0.51,0.14,1.7519,1.7495,29.4942,31.6406,-,11,1
4327168,0.330944,0.330937,482,182,1.1,2.8,1.4,11.3,0.39,0.56,0.17,3.0555,3.0299,29.5116,121.8769,-,5,0
4329665,0.585846,0.585847,448,183,1.0,3.3,1.7,24.1,0.59,0.84,0.25,1.7408,1.7661,29.4942,16.9076,-,5,0
4354965,0.645213,0.645228,376,155,0.9,1.8,1.1,6.9,0.72,0.97,0.25,1.5813,1.5776,31.8624,35.9777,-,5,0
4359545,0.514304,0.514305,278,773,2.9,7.8,19.8,77.5,0.69,0.93,0.24,2.0028,1.9736,17.1086,34.2524,-,7,0
4363105,0.479825,0.479822,255,726,1.0,2.1,2.2,8.4,1.12,1.5,0.38,2.1248,2.1248,24.5761,24.5549,-,5,0
4367166,0.585748,0.585753,382,148,0.8,0.9,0.6,4.1,0.59,0.88,0.29,1.7411,1.712,29.5508,210.5263,-,5,0
4383859,0.548392,0.548396,251,489,1.2,2.0,1.1,10.8,0.79,1.08,0.29,1.8942,1.8832,14.1383,16.7406,-,5,1
4520420,0.54211,0.542115,566,318,0.8,1.4,1.0,5.4,0.96,0.94,0.02,1.9237,1.9237,12.6478,12.6526,-,5,0
4536644,0.737996,0.737997,425,269,1.9,1.3,10.6,8.2,0.64,0.61,0.03,1.3889,1.3605,29.5116,182.1494,-,5,1
4544582,0.581309,0.581318,417,282,1.8,1.8,24.7,6.0,0.89,0.99,0.1,1.7542,1.7257,29.4724,181.653,-,5,0
4545362,0.52132,0.521322,483,279,1.0,1.6,1.3,6.7,0.96,0.87,0.09,1.952,2.0028,29.634,11.8196,-,5,0
4546177,0.536335,0.536311,255,182,3.3,5.4,20.2,80.0,0.76,1.04,0.28,1.9337,1.9336,14.4592,14.4812,-,16,0
4547090,0.612285,0.612341,511,279,1.1,2.3,5.5,7.5,0.9,0.8,0.1,1.6671,1.6386,29.5116,182.1494,-,7,0
4551971,0.532348,0.532366,291,582,1.1,3.7,1.9,53.4,0.98,1.24,0.26,1.9406,1.9406,16.1005,16.0862,-,6,0
4586691,0.621459,0.621446,582,809,2.0,3.4,5.7,18.1,0.42,0.44,0.02,1.6431,1.612,29.4681,346.0208,-,8,1
4598268,0.589067,0.589068,656,817,1.0,1.7,1.7,5.4,0.61,0.61,0.0,1.7315,1.7005,29.5072,343.0532,-,5,1
4600749,0.513403,0.51341,576,818,1.2,1.5,2.4,6.5,1.0,0.96,0.04,1.9661,1.9507,54.6299,337.2681,-,5,0
4778367,0.578924,0.578931,285,862,0.9,1.6,1.0,5.3,0.78,0.75,0.03,1.7301,1.741,357.1429,73.0194,-,5,0
4804945,0.556172,0.556217,279,889,2.5,7.8,12.5,100.5,0.58,0.56,0.02,1.8683,1.8017,14.2268,258.3979,-,9,1
4815083,0.662971,0.662968,274,584,1.3,2.2,1.7,8.2,0.56,0.71,0.15,1.5225,1.5121,70.922,265.9574,-,5,0
4912051,0.571577,0.571435,638,311,2.1,8.2,9.4,133.5,0.63,0.7,0.07,1.7835,1.7528,29.4855,356.5062,-,10,0
5037484,0.622999,0.622996,376,47,1.4,1.1,3.2,1.3,0.89,0.74,0.15,1.6405,1.6237,28.3046,53.8938,-,0,0
5088156,0.469233,0.469238,298,891,1.4,1.8,2.3,8.3,1.13,1.05,0.08,2.1953,2.1953,15.5885,15.58,-,5,0
5148766,0.570207,0.570207,253,1123,1.1,1.4,1.2,5.4,0.8,1.1,0.3,1.824,1.8368,14.2268,12.0467,-,5,0
5185192,0.564311,0.564313,541,45,1.4,1.3,3.3,2.9,0.73,0.61,0.12,1.8059,1.7766,29.5203,218.8184,-,6,0
5207635,0.650432,0.650435,713,666,1.2,1.2,1.8,2.0,0.68,0.66,0.02,1.5713,1.5403,29.5203,345.4231,-,8,0
5244248,0.530611,0.530617,362,255,0.9,1.6,0.9,6.5,0.88,1.18,0.3,1.9437,1.9437,16.9276,16.9262,-,5,0
5253415,0.622768,0.622778,586,308,1.2,1.7,2.3,4.5,0.49,0.7,0.21,1.6396,1.6086,29.5334,350.8772,-,5,0
5272753,0.485827,0.485831,601,801,0.9,1.6,1.5,7.2,1.09,1.03,0.06,2.0861,2.0613,35.9777,337.8378,L,0,2
5308380,0.609172,0.609169,487,328,1.1,1.4,1.6,5.5,0.69,1.07,0.38,1.6755,1.6806,29.5116,25.6476,-,5,0
5308437,0.46268,0.462679,365,634,3.7,2.5,88.0,16.6,0.92,1.08,0.16,2.2406,2.2407,12.6119,12.6056,-,7,0
5374444,0.361871,0.361869,329,840,1.5,4.8,3.0,26.6,0.35,0.34,0.01,2.8339,2.7665,14.1804,331.1258,-,5,0
5390545,0.508941,0.508945,329,389,0.8,1.9,0.8,8.6,1.04,1.39,0.35,1.9838,1.9838,52.8402,52.7287,-,5,0
5398864,0.554214,0.554217,306,895,1.2,1.5,1.9,4.1,0.96,0.94,0.02,1.8705,1.8705,15.1217,15.1217,-,5,0
5409348,0.345083,0.345082,317,895,1.1,1.3,1.9,2.0,0.32,0.34,0.02,2.9684,2.9115,14.1824,73.2869,-,8,0
5416042,0.792183,0.792183,310,896,1.1,1.3,1.9,2.4,0.44,0.44,0.0,1.2997,1.276,26.738,73.046,-,8,0
5421989,0.53451,0.534527,288,2670,0.8,2.5,0.8,13.5,0.76,0.85,0.09,1.9414,1.9368,14.1884,15.1561,-,5,1
5514063,0.400352,0.400347,270,412,1.3,3.0,2.1,12.8,0.36,0.37,0.01,2.5464,2.5008,20.574,338.4095,-,5,0
5530643,0.490349,0.490334,545,658,0.9,2.2,1.8,14.7,1.24,0.98,0.26,2.0733,2.0424,29.4768,339.5586,-,6,0
5592590,0.346945,0.34698,603,48,1.2,1.1,2.3,2.0,0.35,0.29,0.06,2.9162,2.9438,29.529,16.1799,-,5,1
5646132,0.298055,0.298058,401,641,1.9,1.4,8.7,2.6,0.39,0.41,0.02,3.389,3.3634,29.5203,120.4819,-,5,0
5692103,0.583147,0.583149,375,884,1.2,3.4,3.2,23.7,1.04,0.83,0.21,1.7176,1.7232,357.7818,119.3317,-,5,1
5768501,0.601863,0.601858,317,876,1.3,1.5,2.4,5.6,0.77,0.78,0.01,1.7321,1.6697,14.1733,122.9256,-,5,0
5895287,0.539169,0.539184,522,711,1.7,2.7,5.2,26.4,0.75,0.74,0.01,1.8887,1.8575,29.4594,348.4321,-,5,1
5931160,0.6647,0.664708,587,658,0.8,1.1,0.9,1.3,0.35,0.33,0.02,1.5383,1.5078,29.5421,293.6858,Z,0,2
5949224,0.535226,0.535229,571,233,1.5,2.5,5.4,21.0,0.76,1.17,0.41,1.9022,1.9328,29.5334,15.5087,-,5,0
5969557,0.301446,0.301635,398,47,1.6,1.0,3.2,0.9,0.33,0.28,0.05,3.3525,3.3929,28.4616,12.8808,-,7,0
5974119,0.366063,0.366057,604,228,1.0,4.1,1.1,24.8,0.35,0.5,0.15,2.7656,2.8254,29.5552,10.682,-,5,0
5977769,0.555959,0.555952,359,795,1.1,3.2,1.7,22.1,0.82,0.94,0.12,1.8325,1.8016,29.5814,349.0401,-,5,0
5978478,0.476748,0.476747,619,210,1.3,2.3,3.4,10.5,1.11,1.49,0.38,2.1449,2.145,21.0948,21.0948,-,5,0
6022777,0.495745,0.495724,572,328,1.6,4.2,8.2,44.3,1.01,1.34,0.33,2.0244,2.0245,138.6963,138.6001,-,7,0
6027467,0.647894,0.647897,575,656,1.6,1.4,6.6,2.0,0.41,0.32,0.09,1.5802,1.5517,27.2517,120.7729,-,5,1
6095278,0.493218,0.49322,305,163,1.6,2.1,4.5,8.5,1.11,1.41,0.3,2.0522,2.0491,40.4776,46.2749,-,5,0
6153728,0.278054,0.278052,259,736,1.3,1.5,1.8,2.8,0.32,0.28,0.04,3.667,3.6101,14.1623,73.1797,-,8,0
6248770,0.486017,0.486023,516,228,2.0,3.7,11.0,80.4,0.88,1.22,0.34,2.0941,2.0849,27.356,36.5631,-,10,0
6266717,0.591495,0.59149,541,228,1.2,1.4,2.5,2.7,0.67,0.9,0.23,1.7245,1.7015,29.4898,91.9118,-,10,1
6429965,0.532698,0.532696,346,103,1.4,1.6,4.2,3.6,0.93,0.8,0.13,1.94,1.94,15.9426,15.9286,-,5,0
6570390,0.559633,0.559644,281,610,1.1,1.2,2.0,2.7,0.68,1.0,0.32,1.8575,1.7923,14.1643,182.8154,-,10,0
6582265,0.691751,0.691749,282,214,2.9,3.7,12.4,18.1,0.56,0.73,0.17,1.4796,1.4566,29.4594,91.4077,-,10,1
6649325,0.603153,0.603158,507,220,1.1,1.6,2.0,4.1,0.81,1.13,0.32,1.6918,1.6634,29.5552,182.6484,-,5,0
6651516,0.308488,0.308496,426,448,1.3,5.8,2.1,60.9,0.36,0.48,0.12,3.2755,3.3595,29.4724,8.4767,-,6,1
6655187,0.60656,0.606564,487,221,1.3,1.0,2.2,2.3,0.48,0.7,0.22,1.6825,1.6771,29.5116,35.1309,-,10,1
6665721,0.643318,0.643325,536,44,1.0,1.7,1.3,3.6,0.46,0.45,0.01,1.5883,1.5669,29.5159,79.968,Z,0,2
6701509,0.558927,0.558928,537,603,1.0,1.6,1.4,4.7,0.82,0.8,0.02,1.823,1.7921,29.5159,337.8378,-,5,0
6701688,0.650411,0.65042,618,604,2.0,1.7,7.8,3.9,0.34,0.35,0.01,1.5713,1.5458,29.5465,120.5546,-,5,1
6711303,0.416364,0.416366,620,598,1.6,6.2,4.4,34.4,0.36,0.33,0.03,2.4384,2.4047,27.2926,338.9831,-,5,0
6726468,0.508603,0.508606,610,605,1.3,2.5,5.4,8.5,1.15,1.1,0.05,1.9844,1.9845,54.7345,54.6597,-,5,0
6747445,0.455022,0.455021,613,788,1.4,2.0,4.5,14.8,1.17,1.12,0.05,2.2316,2.2006,29.4942,346.0208,-,5,0
6748413,0.320907,0.320908,567,240,1.3,1.6,3.5,3.4,0.45,0.58,0.13,3.15,3.1715,29.5377,18.075,-,6,1
6793815,0.519448,0.51945,379,777,1.0,2.9,2.0,17.5,0.7,0.61,0.09,1.9654,2.0029,24.8478,12.8617,-,5,1
6819457,0.436282,0.436265,325,1358,3.6,9.6,32.5,121.2,0.95,0.79,0.16,2.295,2.3005,346.0208,120.048,-,16,1
6831710,0.555005,0.555003,310,341,1.2,1.7,1.9,4.3,0.79,1.13,0.34,1.8821,1.8127,12.4502,91.954,-,5,0
6834724,0.384743,0.384748,299,790,1.1,1.5,2.0,2.5,0.42,0.42,0.0,2.6697,2.6074,14.1814,121.0654,-,8,0
6837232,0.553226,0.553223,339,445,2.2,2.0,9.4,5.8,0.82,0.87,0.05,1.8105,1.8601,344.2341,19.0531,-,8,0
6883239,0.563711,0.563712,305,66,2.9,2.5,15.1,10.6,0.79,0.56,0.23,1.8444,1.7769,14.1935,336.7003,-,10,1
6919278,0.61567,0.615678,268,733,1.1,1.2,4.7,2.3,0.42,0.48,0.06,1.692,1.6893,14.7591,15.3574,-,5,0
6934885,0.483042,0.483046,274,562,1.1,2.3,1.5,10.6,0.84,1.44,0.6,2.1379,2.1039,14.7831,29.6296,-,5,0
6960146,0.629771,0.62977,476,242,1.6,1.6,5.0,3.9,0.39,0.5,0.11,1.6218,1.5988,29.5159,91.1993,-,5,0
6967017,0.529691,0.529677,323,231,2.3,6.9,13.3,70.6,0.63,0.96,0.33,1.9218,1.9467,29.4724,17.0111,-,9,1
7024251,0.623117,0.62309,524,463,0.8,1.9,1.0,6.2,1.04,1.3,0.26,1.6388,1.6158,29.4681,92.1659,-,5,0
7048826,0.317781,0.31779,535,597,1.4,5.9,4.0,55.3,0.5,0.46,0.04,3.1807,3.1497,29.4942,338.4095,-,5,1
7065833,0.641571,0.641561,266,583,0.9,3.5,0.9,25.0,0.39,0.42,0.03,1.5952,1.5616,27.3523,340.1361,-,5,0
7086820,0.573677,0.573679,266,611,1.0,1.6,3.1,7.6,0.97,0.96,0.01,1.7771,1.7461,29.4768,338.4095,-,5,0
7119535,0.576808,0.576796,623,276,0.9,3.5,1.8,30.2,0.5,0.84,0.34,1.7676,1.7365,29.4855,353.3569,-,5,0
7124974,0.570975,0.570969,609,662,2.2,1.9,20.9,6.6,0.75,0.86,0.11,1.7852,1.7543,29.5727,347.2222,-,5,1
7124989,0.613706,0.613707,608,555,0.9,1.7,1.5,4.8,0.84,0.86,0.02,1.6633,1.6323,29.5029,345.4231,-,5,0
7131981,0.662521,0.662521,569,650,1.2,1.3,2.4,2.8,0.75,0.74,0.01,1.5432,1.5123,29.5465,338.9831,-,8,0
7152380,0.647243,0.647256,564,284,1.1,1.9,1.4,11.3,0.72,0.99,0.27,1.5788,1.5731,29.5858,35.5492,-,5,0
7179711,0.590966,0.59097,399,136,1.0,2.2,1.7,9.4,0.68,0.81,0.13,1.7288,1.7657,27.3149,13.5879,-,5,1
7187041,0.656375,0.656363,317,784,1.4,1.5,2.4,3.9,0.57,0.68,0.11,1.5649,1.5455,24.1575,45.5477,-,9,0
7206315,0.584546,0.584553,348,328,1.2,1.0,2.1,2.4,0.72,0.98,0.26,1.7135,1.7135,355.2398,355.2398,-,10,0
7218554,0.524933,0.524929,283,232,1.0,2.5,1.2,15.2,1.03,1.31,0.28,1.9539,1.9539,20.4562,20.4645,-,5,0
7254801,0.561133,0.561071,310,334,1.3,5.5,2.2,48.4,0.63,0.8,0.17,1.8527,1.7872,14.1563,205.3388,-,9,1
7279621,0.415469,0.415467,324,728,1.9,4.6,5.0,26.7,0.38,0.33,0.05,2.5166,2.4145,9.1183,131.3198,-,5,1
7283275,0.543342,0.543331,297,722,2.2,3.6,8.4,14.3,0.88,0.84,0.04,1.9216,1.9216,12.3259,12.3259,-,8,1
7337289,0.404115,0.404114,552,248,1.7,3.9,4.4,25.4,0.37,0.51,0.14,2.5084,2.555,29.5508,12.4285,-,5,0
7344401,0.330201,0.330226,397,1164,1.8,2.7,5.9,22.0,0.36,0.48,0.12,3.13,3.0393,9.8449,89.9281,-,13,1
7411461,0.467033,0.482633,552,165,1.0,13.8,2.4,393.4,1.09,0.97,0.12,2.1751,2.0908,29.4811,52.9942,-,8,0
7455952,0.510716,0.510717,504,234,0.9,3.2,2.6,37.5,0.89,1.18,0.29,1.992,1.9609,29.4594,347.2222,-,5,0
7510192,0.647056,0.647048,561,620,1.4,3.9,5.9,27.3,0.53,0.6,0.07,1.5794,1.5538,29.4985,120.5546,-,5,1
7535651,0.594803,0.594804,263,567,1.3,1.9,3.8,9.4,1.06,1.31,0.25,1.7209,1.6849,25.2302,269.5418,-,5,0
7580734,0.314956,0.314957,387,354,2.0,4.0,4.1,13.7,0.38,0.38,0.0,3.2089,3.1805,29.5596,181.9836,-,8,1
7585538,0.63039,0.630397,293,367,0.8,1.2,0.9,1.6,0.36,0.3,0.06,1.6202,1.5918,29.5552,182.1494,-,0,0
7649575,0.642927,0.642935,281,390,1.1,1.5,1.8,4.5,0.87,0.9,0.03,1.5892,1.5775,29.5596,45.1569,-,5,0
7657340,0.49548,0.495493,482,511,2.3,4.0,11.8,31.0,0.79,0.73,0.06,2.0274,2.0259,109.1703,129.9545,-,11,1
7657552,0.50454,0.504542,429,324,1.2,3.8,5.9,45.3,0.88,1.18,0.3,2.0158,2.0054,29.6077,42.6894,-,5,0
7661142,0.549372,0.549365,489,230,0.9,1.5,0.9,4.5,0.75,0.73,0.02,1.8541,1.8258,29.5596,179.6945,-,5,1
7705899,0.658143,0.658148,479,213,1.7,3.5,5.1,17.7,0.42,0.6,0.18,1.5534,1.5324,29.4681,77.101,-,5,0
7707014,0.455242,0.455243,485,341,3.0,2.0,13.8,11.6,0.96,1.12,0.16,2.2936,2.2021,10.313,182.8154,-,10,0
7712495,0.562481,0.562476,457,282,1.1,1.4,1.8,2.9,0.84,0.79,0.05,1.8118,1.7834,29.4724,178.8909,-,8,0
7716220,0.563336,0.563335,459,282,1.7,3.5,6.1,26.0,0.66,0.54,0.12,1.7779,1.7806,357.1429,182.3154,-,5,1
7723614,0.560912,0.560908,533,388,1.1,2.4,2.8,16.2,0.74,1.01,0.27,1.8167,1.8561,29.4942,13.6454,-,5,1
7736895,0.286974,0.286978,354,264,1.2,1.1,1.8,2.1,0.32,0.35,0.03,3.5185,3.4901,29.5465,182.1494,-,8,0
7779915,0.350405,0.350401,253,634,1.1,2.5,1.5,8.7,0.33,0.33,0.0,2.8566,2.8676,357.7818,72.8597,-,5,1
7787834,0.465971,0.465971,281,627,1.1,2.1,1.8,8.2,1.12,1.11,0.01,2.2177,2.2177,13.9538,13.9587,-,5,0
7811366,0.489523,0.489521,253,1119,2.0,4.7,11.4,62.0,0.81,1.08,0.27,2.1151,2.0629,13.8293,49.8504,-,7,1
7827663,0.390832,0.390832,385,345,3.4,4.5,17.7,26.2,0.32,0.4,0.08,2.5925,2.5641,29.5334,182.6484,-,13,1
7836810,0.547266,0.547317,362,324,3.5,3.7,11.9,25.8,0.46,0.44,0.02,1.8611,1.8326,29.5247,182.4818,-,9,0
7846640,0.551495,0.551518,447,178,1.5,9.2,5.3,109.1,0.76,0.81,0.05,1.8942,1.8236,12.3472,96.0615,-,5,1
7856049,0.541363,0.541368,253,79,2.2,2.2,9.8,8.0,0.73,0.46,0.27,1.9249,1.85,12.865,349.6503,-,10,0
7862869,0.295311,0.295312,270,197,1.3,1.3,2.6,2.4,0.44,0.33,0.11,3.4541,3.3891,14.7493,356.5062,-,9,0
7908628,0.549017,0.549028,263,711,1.1,1.4,1.8,2.9,0.88,0.82,0.06,1.8442,1.8249,43.9657,286.533,-,0,0
7925995,0.476607,0.476607,270,298,1.5,2.1,3.1,10.3,1.14,1.07,0.07,2.1458,2.1037,20.9798,182.1494,-,5,0
7997579,0.486693,0.486689,465,284,1.3,5.1,2.6,37.2,0.77,0.77,0.0,2.0886,2.0807,29.4551,38.4837,-,5,1
8003415,0.640889,0.640884,296,396,1.8,1.0,5.7,1.6,0.54,0.55,0.01,1.5943,1.5658,29.4681,182.1494,-,5,0
8010233,0.732549,0.732546,490,256,1.5,1.5,3.3,2.9,0.45,0.71,0.26,1.4137,1.3707,20.5656,178.4121,-,7,0
8015684,0.365534,0.365534,367,313,1.3,1.6,2.4,2.3,0.42,0.53,0.11,2.7696,2.7414,29.4985,177.6199,-,9,1
8027315,0.4805,0.480501,472,214,1.1,2.7,2.6,13.0,1.07,1.46,0.39,2.115,2.1204,29.5247,25.4842,-,5,0
8036191,0.36386,0.363893,438,175,2.2,1.6,7.8,10.9,0.4,0.6,0.2,2.7822,2.8768,29.5116,7.7688,-,8,1
8052673,0.562206,0.562212,285,400,2.4,3.5,14.3,18.9,0.93,0.91,0.02,1.7992,1.7842,48.7092,180.3427,-,8,0
8096970,0.358815,0.358818,281,328,1.2,2.0,1.1,4.1,0.29,0.34,0.05,2.8961,2.8961,9.1583,9.1571,-,5,0
8130793,0.640631,0.64051,256,229,3.4,1.8,17.3,4.4,0.35,0.58,0.23,1.5998,1.5642,25.7334,336.1345,-,9,0
8175767,0.570752,0.570748,273,184,1.1,1.6,3.6,4.4,0.76,0.53,0.23,1.8198,1.7568,14.758,213.6752,-,5,0
8207815,0.517238,0.517241,254,157,1.1,1.4,2.8,4.3,1.0,0.77,0.23,1.968,1.9361,28.8184,355.2398,-,5,0
8214374,0.487303,0.487291,264,901,1.2,3.5,3.1,33.8,0.79,0.7,0.09,2.1014,2.0769,20.2963,40.404,-,5,1
8222011,0.35092,0.350914,264,729,2.0,4.8,5.2,25.2,0.46,0.35,0.11,2.8923,2.8532,23.4247,284.495,-,6,1
8306649,0.783187,0.783175,318,255,1.0,2.1,2.7,6.8,0.9,1.24,0.34,1.3077,1.3118,32.3625,28.6328,-,5,0
8311517,0.523354,0.523359,331,257,1.8,3.6,11.4,48.6,0.74,0.99,0.25,1.9567,1.9567,21.7533,21.7439,-,10,1
8318076,0.506938,0.506935,475,330,1.5,1.7,4.9,7.1,0.93,0.94,0.01,1.9877,1.9877,66.4011,66.4231,-,5,0
8331094,0.267543,0.267549,430,301,2.1,3.3,4.1,9.7,0.35,0.39,0.04,3.7716,3.7431,29.4985,182.6484,-,8,1
8337518,0.536969,0.53697,466,286,0.8,1.5,1.0,5.4,0.96,0.86,0.1,1.8962,1.9325,29.5159,14.241,-,5,1
8342007,0.469585,0.469589,491,208,2.0,3.4,9.2,26.8,0.93,1.28,0.35,2.1634,2.193,29.577,15.7629,-,10,0
8343291,0.569785,0.569791,474,288,3.3,5.1,31.4,63.3,0.7,0.68,0.02,1.7888,1.7605,29.6121,181.4882,-,12,1
8370218,0.650007,0.650021,257,619,1.0,2.4,1.6,12.6,0.81,0.75,0.06,1.5899,1.5522,19.4477,72.7802,-,5,0
8405435,0.666743,0.666737,260,572,0.9,1.0,1.1,3.0,0.67,0.95,0.28,1.5056,1.5056,172.5626,173.3102,-,0,0
8453011,0.58982,0.589817,353,227,1.2,1.1,3.4,2.9,0.69,1.03,0.34,1.7293,1.7252,29.5334,33.6247,-,7,0
8482990,0.631842,0.631846,265,635,1.0,1.8,1.2,6.5,0.73,1.01,0.28,1.6532,1.5875,14.1864,205.1282,-,5,0
8610884,0.592421,0.592429,277,806,2.2,4.3,6.3,35.5,0.45,0.46,0.01,1.7144,1.7101,37.843,45.0958,L,0,2
8610949,0.583834,0.583869,252,82,2.3,2.6,10.8,14.7,0.53,0.43,0.1,1.7466,1.7447,29.5596,31.2549,-,13,0
8640362,0.33272,0.344192,444,279,4.1,1.6,12.6,3.7,1.28,0.33,0.95,3.0373,2.9109,31.4367,180.8318,-,9,0
8735344,0.403326,0.40333,285,2623,1.4,4.5,3.3,30.1,0.41,0.34,0.07,2.518,2.4842,25.9168,206.8252,-,5,0
8738578,0.631217,0.631243,277,641,0.7,2.9,0.7,8.9,0.32,0.44,0.12,1.6228,1.5891,25.937,204.7083,-,5,0
8745173,0.489914,0.490045,296,201,1.9,4.8,6.0,41.5,0.71,1.11,0.4,2.1152,2.0786,13.5071,26.3089,-,11,0
8750363,0.561315,0.561305,295,294,1.4,3.2,4.2,28.8,0.89,0.67,0.22,1.8553,1.787,13.5593,183.3181,-,5,1
8799313,0.32756,0.327542,280,785,1.1,1.6,1.3,3.9,0.47,0.4,0.07,3.0766,3.0565,42.1941,289.8551,-,5,1
8854248,0.34748,0.347477,336,272,1.6,1.3,3.2,2.6,0.4,0.4,0.0,2.8807,2.8834,357.7818,181.3237,-,5,1
8901601,0.462265,0.462267,270,680,2.3,1.9,20.1,10.6,1.14,1.09,0.05,2.2435,2.2435,12.4611,12.4611,-,5,0
8902279,0.712364,0.712368,302,244,1.2,1.3,5.8,2.8,0.53,0.73,0.2,1.4698,1.4688,15.1481,15.3669,-,5,0
8907563,0.513164,0.513164,259,382,1.1,4.6,2.8,38.4,0.77,0.8,0.03,1.9757,1.9757,37.0508,36.9686,L,0,2
8927173,0.558599,0.558604,317,66,1.3,4.4,2.5,23.9,0.77,0.71,0.06,1.824,1.7933,29.5552,316.9572,-,5,0
8930253,0.483874,0.483869,302,65,2.1,1.6,16.0,4.1,1.08,0.85,0.23,2.0986,2.0987,31.3381,31.1769,-,5,0
8999679,0.338793,0.338791,273,619,1.4,1.3,3.5,2.1,0.37,0.35,0.02,3.0197,2.9566,14.7048,203.4588,-,5,0
9014689,0.554951,0.554951,281,176,2.2,3.2,14.4,15.7,0.58,0.53,0.05,1.8729,1.8048,14.1004,355.2398,-,8,0
9017927,0.656716,0.65669,268,641,1.0,1.5,2.2,3.9,0.88,0.94,0.06,1.5584,1.5362,28.0308,74.5712,-,11,0
9063194,0.575781,0.57576,467,283,2.4,3.1,16.1,24.2,0.83,0.65,0.18,1.7707,1.7424,29.4898,179.3722,-,12,1
9070238,0.613906,0.613907,447,275,1.0,1.6,1.2,6.0,0.96,0.96,0.0,1.6628,1.6344,29.4768,180.8318,-,5,0
9099158,0.629729,0.629738,253,579,1.4,1.4,2.5,4.2,0.55,0.77,0.22,1.6448,1.6457,17.6103,17.3175,-,5,0
9142645,0.355706,0.355701,269,229,1.4,5.8,2.2,31.4,0.34,0.51,0.17,2.8457,2.907,29.0782,10.4504,-,5,0
9208280,0.610506,0.610531,302,134,1.1,2.6,2.1,11.0,0.54,0.58,0.04,1.6719,1.6706,29.5247,30.6279,-,5,1
9227464,0.352865,0.352858,352,494,4.4,4.9,34.4,26.6,0.3,0.42,0.12,2.9184,2.8786,11.8399,22.4014,-,13,0
9236215,0.35257,0.352572,444,133,1.8,2.8,4.2,13.9,0.42,0.33,0.09,2.8702,2.8391,29.5508,352.1127,-,9,1
9246950,0.548152,0.548165,410,60,1.2,1.8,2.6,4.1,0.78,0.57,0.21,1.8582,1.8839,29.4898,16.7785,-,5,0
9304586,0.483694,0.4837,272,498,1.2,2.4,2.4,7.7,1.14,1.48,0.34,2.1352,2.0997,14.7623,30.9406,-,5,0
9356158,0.30825,0.308254,278,259,0.8,1.7,0.8,8.3,0.46,0.64,0.18,3.278,3.3634,29.5596,8.3815,-,5,0
9357126,0.683864,0.683864,275,268,1.0,1.3,1.8,2.0,0.38,0.49,0.11,1.5269,1.5115,15.4751,20.3252,-,9,0
9362756,0.583821,0.583814,436,63,1.4,1.9,4.4,5.6,0.66,0.6,0.06,1.7467,1.7922,29.5596,12.6095,-,5,1
9365776,0.290031,0.290038,446,257,1.9,1.6,9.3,5.7,0.39,0.37,0.02,3.4818,3.4534,29.5116,180.3427,-,5,1
